"You can hide/display columns based on your needs and decide how many users to list per screen using the Screen Options tab.","Über <em>Optionen</em> kannst Du Spalten je nach deinen persönlichen Wünschen anzeigen oder verbergen lassen und bestimmen, wie viele Benutzer pro Bildschirm aufgelistet werden sollen."
"You can filter the list of users by User Role using the text links in the upper left to show All, Administrator, Editor, Author, Contributor, or Subscriber. The default view is to show all users. Unused User Roles are not listed.","Du kannst die Liste der Benutzer mit User-Rolle filtern. Benutze die Text Links oben links um alle Nutzer, Administratoren, Editoren, Autoren, Beitragsleister oder Abonnenten anzuzeigen. Standardmäßig werden alle Nutzer angezeigt. Unbenutzte Rollen werden nicht aufgezählt."
"You can view all posts made by a user by clicking on the number under the Posts column.","Du kannst dir alle Beiträge eines bestimmten Benutzers anschauen, in dem du auf die Zahl unter der Beitrags-Spalte klickst."
"Hovering over a row in the users list will display action links that allow you to manage users. You can perform the following actions:","Wenn du mit der Maus über einen Eintrag in der Benutzerliste fährst, werden zusätzliche Optionen angezeigt:"
"Edit takes you to the editable profile screen for that user. You can also reach that screen by clicking on the username.","<em>Bearbeiten</em> führt dich zur bearbeitbaren Profilansicht des ausgewählten Benutzers. Du kannst alternativ auch einfach den Benutzernamen des Nutzers anklicken."
"Remove allows you to remove a user from your site. It does not delete their posts. You can also remove multiple users at once by using Bulk Actions.","\"Entfernen\"erlaubt dir, einen Benutzer zu entfernen. Seine Beiträge werden jedoch nicht gelöscht. Du kannst auch mehrere Benutzer auf einmal entfernen."
"Delete brings you to the Delete Users screen for confirmation, where you can permanently remove a user from your site and delete their posts. You can also delete multiple users at once by using Bulk Actions.","\"Löschen\" führt dich auf eine Seite, auf welcher du das Löschen bestätigen kannst. Damit wird dann der Benutzer und alle seine Inhalte gelöscht. Du kannst über die Massenbearbeitung auch mehrere Benutzer auf einmal löschen."
"<a href=\"http://codex.wordpress.org/Users_Screen\" target=\"_blank\">Documentation on Managing Users</a>","<a href=\"http://codex.wordpress.org/Users_Screen\" target=\"_blank\">Documentation on Managing Users (engl.)</a>"
"<a href=\"http://codex.wordpress.org/Roles_and_Capabilities\" target=\"_blank\">Descriptions of Roles and Capabilities</a>","<a href=\"http://codex.wordpress.org/Roles_and_Capabilities\" target=\"_blank\">Descriptions of Roles and Capabilities</a><br />\n<a href=\"http://faq.wpde.org/welche-benutzerrolle-bietet-welche-rechte/\" target=\"_blank\">Benutzerrollen – welche bieten welche Rechte?</a>"
"You can&#8217;t edit that user.","Du kannst diesen Benutzer nicht bearbeiten."
"User deletion is not allowed from this screen.","Benutzer dürfen nicht über diese Seite gelöscht werden."
"You can&#8217;t delete users.","Du kannst keine Benutzer löschen."
"You can&#8217;t delete that user.","Du kannst diesen Benutzer nicht löschen."
"Delete Users","Benutzer löschen"
"Please select an option.","Bitte wähle eine Option"
"You have specified this user for deletion:","Du hast diesen Benutzer zum Löschen ausgewählt:"
"You have specified these users for deletion:","Du hast diese Benutzer zum Löschen ausgewählt:"
"ID #%s: %s <strong>The current user will not be deleted.</strong>","ID #%s: %s <strong>Der momentane User wird nicht gelöscht.</strong>"
"ID #%s: %s","D #%s: %s"
"What should be done with posts owned by this user?","Was soll mit den Beiträgen dieses Benutzers passieren?"
"What should be done with posts owned by these users?","Was soll mit den Beiträgen dieser Benutzer passieren?"
"Delete all posts.","Alle Beiträge löschen. "
"Attribute all posts to:","Eigenschaften aller Beiträge an:"
"Confirm Deletion","Löschen bestätigen"
"There are no valid users selected for deletion.","Es sind keine gültigen Benutzer zum Löschen ausgewählt."
"You can&#8217;t remove users.","Du kannst keine Benutzer löschen."
"Remove Users from Site","Entferne Benutzer von dieser Seite"
"You have specified these users for removal:","Du hast folgende Benutzer zum Löschen ausgewählt:"
"ID #%s: %s <strong>The current user will not be removed.</strong>","ID #%s: %s <strong>Der momentane User wird nicht gelöscht.</strong>"
"ID #%s: %s <strong>You don't have permission to remove this user.</strong>","ID #%s: %s <strong>Sie haben keine Berechtigung diesen User zu löschen.</strong>"
"Confirm Removal","Löschen durchführen"
"There are no valid users selected for removal.","Es sind keine gültigen Benutzer zum Löschen ausgewählt."
"User deleted.","Benutzer gelöscht"
"%s users deleted.","%s Benutzer gelöscht"
"New user created. <a href=\"%s\">Edit user</a>","Neuer Benutzer erstellen. <a href=\"%s\">Benutzer bearbeiten</a>"
"New user created.","Neuen Benutzer eingerichtet."
"Changed roles.","Rollen gewechselt."
"The current user&#8217;s role must have user editing capabilities.","Die Rolle des aktuellen Benutzers muss die Befugnis zum Bearbeiten von Benutzern haben."
"Other user roles have been changed.","Die Rollen der anderen Benutzer sind verändert worden."
"You can&#8217;t delete the current user.","Du kannst diesen Benutzer nicht löschen."
"Other users have been deleted.","Andere Benutzer sind gelöscht worden."
"User removed from this site.","Benutzer von diese Seite entfernt."
"You can't remove the current user.","Du kannst den aktuellen Benutzer nicht löschen."
"Other users have been removed.","Andere Benutzer wurden entfernt."
"Widgets are independent sections of content that can be placed into any widgetized area provided by your theme (commonly called sidebars). To populate your sidebars/widget areas with individual widgets, drag and drop the title bars into the desired area. By default, only the first widget area is expanded. To populate additional widget areas, click on their title bars to expand them.","Widgets sind Module, die bestimmte Funktionen bieten und Ausgaben erzeugen und einfach per Drag & Drop (Klicken und Ziehen) auf vorgesehene Flächen im Theme platziert werden können. Viele Themes bieten mehrere Sidebars (Flächen für Navigation etc.) oder Widgetbereiche. Standardmäßig ist nur der erste Widgetbereich aufgeklappt. Nutze einfach die Pfeile im Titel der anderen Widgetflächen, um sie aufzuklappen, die enthaltenen Widgets zu sehen und neue hinzuzufügen."
"The Available Widgets section contains all the widgets you can choose from. Once you drag a widget into a sidebar, it will open to allow you to configure its settings. When you are happy with the widget settings, click the Save button and the widget will go live on your site. If you click Delete, it will remove the widget.","Im Bereich <em>Verfügbare Widgets</em> siehst du alle Widgets, die du benutzen kannst, in dem du sie einfach auf eine Sidebar bzw. Widgetbereich ziehst. Mit einem Klick auf den Pfeil im Widgettitel werden alle Optionen des Widgets angezeigt. Vergiss nicht, nach den Änderungen eines Widgets auf <em>Speichern</em> zu klicken. Mit einem Klick auf <em>Löschen</em> wird das Widget und seine Einstellungen entfernt."
"Removing and Reusing","Entfernen und Wiederherstellen"
"If you want to remove the widget but save its setting for possible future use, just drag it into the Inactive Widgets area. You can add them back anytime from there. This is especially helpful when you switch to a theme with fewer or different widget areas.","Falls du ein Widget nur temporär nicht mehr benutzen möchtest, dann ziehe es in den Bereich <em>Inaktive Widgets</em>. Die Einstellungen des Widgets bleiben dann erhalten."
"Widgets may be used multiple times. You can give each widget a title, to display on your site, but it&#8217;s not required.","Widgets können auch mehrfach verwendet werden. Du kannst Widgets auch Titel geben, die dann auf der Website angezeigt werden."
"Enabling Accessibility Mode, via Screen Options, allows you to use Add and Edit buttons instead of using drag and drop.","Du kannst über <em>Optionen</em> auch den Zugänglichkeitsmodus aktivieren, wenn du lieber Schaltflächen zum Hinzufügen und Entfernen, anstatt Drag&Drop verwenden möchtest."
"Missing Widgets","Fehlende Widgets"
"Many themes show some sidebar widgets by default until you edit your sidebars, but they are not automatically displayed in your sidebar management tool. After you make your first widget change, you can re-add the default widgets by adding them from the Available Widgets area.","Viele Themes zeigen bereits von Haus aus bestimmte Widgetähnliche Navigationselemente in den Navigationsbereichen (Sidebar). Diese werden oft deaktivert, sobald du eigene Widgets hinzufügst. Du kannst jedoch einfach die ursprünglich benutzten Widgets erneut hinzufügen."
"When changing themes, there is often some variation in the number and setup of widget areas/sidebars and sometimes these conflicts make the transition a bit less smooth. If you changed themes and seem to be missing widgets, scroll down on this screen to the Inactive Widgets area, where all of your widgets and their settings will have been saved.","Wenn du Themes wechselst, gibt es häufig Unterschiede in der Anzahl und Benennung der Widgetbereiche. Dies kann den Übergang etwas schwierig machen. Wenn du nach einem Themewechsel ein Widget vermisst, dann schaue im Bereich \"inaktive Widgets\", wo alle Widgets und ihre Einstellungen gespeichert sind."
"<a href=\"http://codex.wordpress.org/Appearance_Widgets_Screen\" target=\"_blank\">Documentation on Widgets</a>","<a href=\"http://codex.wordpress.org/Appearance_Widgets_Screen\" target=\"_blank\">Documentation on Widgets (engl.)</a>"
"The theme you are currently using isn&#8217;t widget-aware, meaning that it has no sidebars that you are able to change. For information on making your theme widget-aware, please <a href=\"http://codex.wordpress.org/Widgetizing_Themes\">follow these instructions</a>.","Dein aktuell genutztes Theme unterstützt keine Widgets. Das bedeutet, dass es keine Sidebar gibt, die du ändern könntest. Was du machen musst, damit dein Theme Widgets unterstützt, kannst du <a href=\"http://codex.wordpress.org/Widgetizing_Themes\">hier nachlesen</a>."
"Inactive Sidebar (not used)","Inaktive Sidebar (ungenutzt)"
"This sidebar is no longer available and does not show anywhere on your site. Remove each of the widgets below to fully remove this inactive sidebar.","Diese Sidebar steht nicht mehr zur Verfügung und wird auch nicht mehr angezeigt. Entferne alle noch in dieser Sidebar eingetragenen Widgets um diese inaktive Sidebar komplett zu entfernen."
