"Activation Key Required","要求激活密钥"
"There is a new version of %s available. <a href=\"%s\" class=\"thickbox\" title=\"%s\">View version %s details</a> or <a href=\"%s\">update now</a>.","%s 有新版本。<a href=\"%s\" class=\"thickbox\" title=\"%s\">查看 %s 版本详情</a>或<a href=\"%s\">自动更新</a>。"
"An automated WordPress update has failed to complete - <a href=\"%s\">please attempt the update again now</a>.","自动升级 WordPress 失败 —— <a href=\"%s\">请再试一次</a>。"
"An automated WordPress update has failed to complete! Please notify the site administrator.","WordPress 自动升级失败！请通知您的站点管理员。"
"<strong><em>Note that password</em></strong> carefully! It is a <em>random</em> password that was generated just for you.","<strong><em>请牢记密码</em></strong>！这是为您<em>随机</em>生成的密码。"
"Your chosen password.","您设定的密码。"
"User already exists. Password inherited.","用户已存在。密码保持不变。"
"The password you chose during the install.","在安装过程中您输入的密码。"
"Welcome to WordPress. This is your first post. Edit or delete it, then start blogging!","欢迎使用 WordPress。这是系统自动生成的演示文章。编辑或者删除它，然后开始您的博客！"
"Hello world!","世界，你好！"
"Mr WordPress","WordPress 先生"
"Hi, this is a comment.\nTo delete a comment, just log in and view the post&#039;s comments. There you will have the option to edit or delete them.","您好，这是一条评论。\n要删除评论，请先登录，然后再查看这篇文章的评论。登录后您可以看到编辑或者删除评论的选项。"
"This is an example page. It's different from a blog post because it will stay in one place and will show up in your site navigation (in most themes). Most people start with an About page that introduces them to potential site visitors. It might say something like this:\n\n<blockquote>Hi there! I'm a bike messenger by day, aspiring actor by night, and this is my blog. I live in Los Angeles, have a great dog named Jack, and I like pi&#241;a coladas. (And gettin' caught in the rain.)</blockquote>\n\n...or something like this:\n\n<blockquote>The XYZ Doohickey Company was founded in 1971, and has been providing quality doohickeys to the public ever since. Located in Gotham City, XYZ employs over 2,000 people and does all kinds of awesome things for the Gotham community.</blockquote>\n\nAs a new WordPress user, you should go to <a href=\"%s\">your dashboard</a> to delete this page and create new pages for your content. Have fun!","这是示范页面。页面和博客文章不同，它的位置是固定的，通常会在站点导航栏显示。很多用户都创建一个“关于”页面，向访客介绍自己。例如，个人博客通常有类似这样的介绍：\n\n<blockquote>欢迎！我白天是个邮递员，晚上就是个有抱负的演员。这是我的博客。我住在天朝的帝都，有条叫做杰克的狗。</blockquote>\n\n... 公司博客可以这样写：\n\n<blockquote>XYZ Doohickey 公司成立于 1971 年，自从建立以来，我们一直向社会贡献着优秀 doohicky。我们的公司总部位于天朝魔都，有着超过两千名员工，对魔都政府税收有着巨大贡献。</blockquote>\n\n您可以访问<a href=\"%s\">仪表盘</a>，删除本页面，然后添加您自己的内容。祝您使用愉快！"
"Sample Page","示例页面"
"Your new WordPress site has been successfully set up at:\n\n%s\n\nYou can log in to the administrator account with the following information:\n\nUsername: %s\nPassword: %s\n\nWe hope you enjoy your new site. Thanks!\n\n--The WordPress Team\nhttp://wordpress.org/\n","一个全新的 WordPress 站点已成功安装在：\n\n%s\n\n请用下面的帐号密码登录管理员帐户：\n\n用户名： %s\n密码： %s\n\n希望您喜欢。谢谢！\n\n--WordPress 团队\nhttp://cn.wordpress.org/\n"
"New WordPress Site","新 WordPress 站点"
"You can&#8217;t give users that role.","您无法为用户赋予该角色。"
"<strong>ERROR</strong>: You entered your new password only once.","<strong>错误</strong>：您只输入了一次新密码。"
"<strong>ERROR</strong>: Please enter your password.","<strong>错误</strong>：请输入您的密码。"
"<strong>ERROR</strong>: Please enter your password twice.","<strong>错误</strong>：请输入两次密码。"
"<strong>ERROR</strong>: Passwords may not contain the character \"\\\".","<strong>错误</strong>：密码中不能有“\\”字符。"
"<strong>ERROR</strong>: Please enter the same password in the two password fields.","<strong>错误</strong>：两次输入的密码须一致。"
"<strong>ERROR</strong>: Please enter an e-mail address.","<strong>错误</strong>：请输入一个有效的电子邮件地址。"
"Notice:","注意："
"You&rsquo;re using the auto-generated password for your account. Would you like to change it to something easier to remember?","您的账户正在使用自动生成的密码。您希望将其更换为更易记住的密码吗？"
"Yes, take me to my profile page","希望，请带我到个人资料编辑页面"
"No thanks, do not remind me again","不要，不用再提示我了"
"Welcome to your WordPress Dashboard! This is the screen you will see when you log in to your site, and gives you access to all the site management features of WordPress. You can get help for any screen by clicking the Help tab in the upper corner.","欢迎访问 WordPress 仪表盘！在您每次登录站点后，您都会看到本页面。您可以在这里访问 WordPress 的各种管理页面。点击任何页面右上角的“帮助”选项卡可阅读相应帮助信息。"
"The left-hand navigation menu provides links to all of the WordPress administration screens, with submenu items displayed on hover. You can minimize this menu to a narrow icon strip by clicking on the Collapse Menu arrow at the bottom.","左侧的导航菜单提供了所有 WordPress 管理页面的链接。将鼠标移至菜单项目上，子菜单将显示出来。您可以使用最下方的“收起菜单”箭头来收起菜单，菜单项将以小图标的形式显示。"
"Links in the Toolbar at the top of the screen connect your dashboard and the front end of your site, and provide access to your profile and helpful WordPress information.","上方“工具栏”上的链接将仪表盘和站点前台连接起来，默认在站点的所有页面显示，提供您的个人资料信息以及相关的 WordPress 信息。"
"You can use the following controls to arrange your Dashboard screen to suit your workflow. This is true on most other administration screens as well.","您可以依您的喜好和工作方式来安排仪表盘页面的布局。大部分其它管理页面也支持重新排列功能。"
"<strong>Screen Options</strong> - Use the Screen Options tab to choose which Dashboard boxes to show, and how many columns to display.","<strong>显示选项</strong> - 使用“显示选项”选项卡来选择要显示的仪表模块以及页面分栏数目。"
"<strong>Drag and Drop</strong> - To rearrange the boxes, drag and drop by clicking on the title bar of the selected box and releasing when you see a gray dotted-line rectangle appear in the location you want to place the box.","<strong>拖放自如</strong> - 要重新排列模块，按住模块的标题栏，将其拖到您希望的位置，在灰色虚线框出现后松开鼠标即可调整模块的位置。"
"<strong>Box Controls</strong> - Click the title bar of the box to expand or collapse it. In addition, some boxes have configurable content, and will show a &#8220;Configure&#8221; link in the title bar if you hover over it.","<strong>管理模块</strong> - 点击模块的标题栏即可展开或收起它。另外，有些模块提供额外的配置选项，将鼠标移动到标题栏上方，若“配置”链接出现，您就可以点击并调整这个模块的设置。"
"Layout","布局"
"The boxes on your Dashboard screen are:","仪表盘中的模块有："
"<strong>Right Now</strong> - Displays a summary of the content on your site and identifies which theme and version of WordPress you are using.","<strong>概况</strong> - 显示您站点上的内容概况，以及主题、WordPress 程序的版本信息。"
"<strong>Recent Comments</strong> - Shows the most recent comments on your posts (configurable, up to 30) and allows you to moderate them.","<strong>近期评论</strong> - 显示近期的若干条评论（可调整，最多 30 条），并进行审核。"
"<strong>Incoming Links</strong> - Shows links to your site found by Google Blog Search.","<strong>引入链接</strong> - 显示链接到您站点的链接（由 Google 博客搜索提供数据）。"
"<strong>QuickPress</strong> - Allows you to create a new post and either publish it or save it as a draft.","<strong>快速发布</strong> - 您可快速在此写一篇新文章，然后选择立即发布，或是暂存入草稿。"
"<strong>Recent Drafts</strong> - Displays links to the 5 most recent draft posts you&#8217;ve started.","<strong>近期草稿</strong> - 显示 5 个指向最近草稿的链接。"
"<strong>WordPress Blog</strong> - Latest news from the official WordPress project.","<strong>WordPress (China) 博客</strong> - 显示来自官方 WordPress 项目的最新动态。"
"<strong>Other WordPress News</strong> - Shows the <a href=\"http://planet.wordpress.org\" target=\"_blank\">WordPress Planet</a> feed. You can configure it to show a different feed of your choosing.","<strong>其它 WordPress 新闻</strong> - 显示来自 <a href=\"http://planet.wordpress.org\" target=\"_blank\">WordPress Planet</a> 的 feed 内容。您也可以将其自定义为其它地址。"
"<strong>Plugins</strong> - Features the most popular, newest, and recently updated plugins from the WordPress.org Plugin Directory.","<strong>插件</strong> - 介绍 WordPress.org 插件目录中最受欢迎、最新，和最近更新的插件。"
"<strong>Welcome</strong> - Shows links for some of the most common tasks when setting up a new site.","<strong>欢迎</strong> - 显示配置新站点的实用功能。"
"<a href=\"http://codex.wordpress.org/Dashboard_Screen\" target=\"_blank\">Documentation on Dashboard</a>","<a href=\"http://codex.wordpress.org/zh-cn:%sE6%s8E%sA7%sE5%s88%sB6%sE6%s9D%sBF_%sE6%s8E%sA7%sE5%s88%sB6%sE6%s9D%sBF%sE9%sA1%sB5%sE9%s9D%sA2\" target=\"_blank\">关于仪表盘的中文文档</a>"
"WordPress &rsaquo; Installation","WordPress &rsaquo; 安装"
"<strong>ERROR</strong>: %s","<strong>错误</strong>：%s"
"User(s) already exists.","用户已存在。"
"Usernames can have only alphanumeric characters, spaces, underscores, hyphens, periods and the @ symbol.","用户名只能包含字母、数字、空格、下划线、连字符（-）、句号和 @ 符号。"
