"Activation Key Required","Clef d&rsquo;activation requise"
"It looks like you're using an insecure version of <a href='%s'>%s</a>. Using an outdated browser makes your computer unsafe. For the best WordPress experience, please update your browser.","Il semble que vous utilisez une version peu sûre de <a href='%s'>%s</a>. En utilisant un navigateur dépassé, vous mettez votre ordinateur en danger. Pour utiliser WordPress dans les meilleures conditions, veuillez mettre à jour votre navigateur."
"It looks like you're using an old version of <a href='%s'>%s</a>. For the best WordPress experience, please update your browser.","Il semble que vous utilisez une vieille version de <a href='%s'>%s</a>. Pour utiliser WordPress dans les meilleures conditions, veuillez mettre à jour votre navigateur."
"<a href=\"%s\" class=\"update-browser-link\">Update %s</a> or learn how to <a href=\"%s\" class=\"browse-happy-link\">browse happy</a>","<a href=\"%s\" class=\"update-browser-link\">Mettez %s à jour</a>, ou apprenez à <a href=\"%s\" class=\"browse-happy-link\">naviguer sereinement</a>"
"Welcome to WordPress!","Bienvenue dans WordPress&nbsp;!"
"We&#8217;ve assembled some links to get you started:","Voici quelques liens pour vous aider à démarrer&nbsp;:"
"Get Started","Lancez-vous&nbsp;!"
"Customize Your Site","Personnalisez votre site"
"or, <a href=\"%s\">change your theme completely</a>","ou alors, <a href=\"%s\">changez complètement de thème</a>"
"Next Steps","Étapes suivantes"
"Edit your front page","Modifiez votre page d&rsquo;accueil"
"Add additional pages","Ajoutez de nouvelles pages"
"Add a blog post","Écrivez un article"
"Write your first blog post","Écrivez votre premier article"
"Add an About page","Ajoutez une page &laquo;&nbsp;À propos&nbsp;&raquo;"
"View your site","Affichez votre site"
"More Actions","Plus d&rsquo;actions"
"Manage <a href=\"%s\">widgets</a> or <a href=\"%s\">menus</a>","Gérez vos <a href=\"%s\">widgets</a> ou vos <a href=\"%s\">menus</a>"
"Turn comments on or off","Activez ou désactivez les commentaires"
"Learn more about getting started","Plus d&rsquo;informations pour bien démarrer"
"http://codex.wordpress.org/First_Steps_With_WordPress","http://codex.wordpress.org/fr:Premiers_pas_avec_WordPress"
"No matching users were found!","Aucun utilisateur ne correspond&nbsp;!"
"Displaying %s&#8211;%s of %s","Affichage de %s à %s sur %s"
"Main Index Template","Modèle pour la page d&rsquo;accueil"
"Visual Editor Stylesheet","Feuille de style de l&rsquo;éditeur visuel"
"Visual Editor RTL Stylesheet","Feuille de style de l&rsquo;éditeur visuel (lecture de droite à gauche)"
"RTL Stylesheet","Feuille de style RTL"
"Popup Comments","Commentaires en popup"
"Footer","Pied de page"
"Author Template","Modèle pour un auteur"
"Tag Template","Modèle pour un mot-clef"
"Category Template","Modèle pour les catégories"
"Page Template","Modèle de page"
"Search Form","Formulaire de recherche"
"Single Post","Article seul"
"404 Template","Modèle pour l&rsquo;erreur 404"
"Links Template","Modèle pour les liens"
"Theme Functions","Fonctions du thème"
"Attachment Template","Modèle pour les fichiers attachés"
"Image Attachment Template","Modèle pour les images attachées"
"Video Attachment Template","Modèle pour les vidéos attachées"
"Audio Attachment Template","Modèle pour les fichiers audio attachés"
"Application Attachment Template","Modèle pour les programmes attachés"
"my-hacks.php (legacy hacks support)","my-hacks.php (reconnaissance des hacks existants)"
".htaccess (for rewrite rules )",".htaccess (pour les règles de réécriture)"
"Comments Template","Modèle pour les commentaires"
"Popup Comments Template","Modèle pour la fenêtre de commentaires"
"%s Page Template","Modèle de page %s"
"Sorry, can&#8217;t edit files with &#8220;..&#8221; in the name. If you are trying to edit a file in your WordPress home directory, you can just type the name of the file in.","Désolé, on ne peut pas modifier les fichiers avec &laquo; .. &raquo; dans le nom. Si vous tentez de modifier un fichier dans votre répertoire WordPress, vous pouvez simplement saisir le nom du fichier."
"The uploaded file exceeds the upload_max_filesize directive in php.ini.","La taille du fichier envoyé excède celle indiquée dans la directive <code>upload_max_filesize</code>, dans <code>php.ini</code>."
"The uploaded file exceeds the MAX_FILE_SIZE directive that was specified in the HTML form.","La taille du fichier envoyé excède celle indiquée dans la directive <code>MAX_FILE_SIZE</code> du formulaire HTML."
"The uploaded file was only partially uploaded.","Le fichier n&rsquo;a été que partiellement envoyé."
"No file was uploaded.","Aucun fichier n&rsquo;a été envoyé."
"Missing a temporary folder.","Un dossier temporaire est manquant."
"Failed to write file to disk.","Échec de l&rsquo;écriture du fichier sur le disque."
"File upload stopped by extension.","L&rsquo;envoi de fichier est arrêté par l&rsquo;extension."
"Invalid form submission.","Envoi non valide du formulaire."
"File is empty. Please upload something more substantial.","Le fichier est vide. Merci d&rsquo;envoyer quelque chose de plus consistant."
"File is empty. Please upload something more substantial. This error could also be caused by uploads being disabled in your php.ini or by post_max_size being defined as smaller than upload_max_filesize in php.ini.","Ce fichier est vide. Veuillez envoyer quelque chose de plus substantiel. Cette erreur peut également être due à la désactivation de l&rsquo;envoi de fichier dans le fichier php.ini de votre serveur, ou par une valeur de post_max_size inférieure à celle de upload_max_filesize dans ce même php.ini."
"Specified file failed upload test.","Le test d&rsquo;envoi du fichier spécifié a échoué."
"Sorry, this file type is not permitted for security reasons.","Désolé, ce type de fichier n&rsquo;est pas autorisé pour des raisons de sécurité."
"The uploaded file could not be moved to %s.","Le fichier n&rsquo; a pas pu être déplacé vers %s."
"The uploaded file exceeds the <code>upload_max_filesize</code> directive in <code>php.ini</code>.","La taille du fichier envoyé excède celle indiquée dans la directive de taille maximale autorisée, <code>upload_max_filesize</code>, dans <code>php.ini</code>."
"The uploaded file exceeds the <em>MAX_FILE_SIZE</em> directive that was specified in the HTML form.","La taille du fichier envoyé excède celle indiquée dans la directive <em>MAX_FILE_SIZE</em> du formulaire HTML."
"File is empty. Please upload something more substantial. This error could also be caused by uploads being disabled in your php.ini.","Ce fichier est vide. Veuillez envoyer quelque chose de plus substantiel. Cette erreur peut également être due à la désactivation de l&rsquo;envoi de fichier dans le fichier php.ini de votre serveur."
"Specified file does not exist.","Le fichier spécifié n&rsquo;existe pas."
"Invalid URL Provided.","L&rsquo;URL fournie est invalide"
"Could not create Temporary file.","Impossible de créer le fichier temporaire."
"Incompatible Archive.","Archive incompatible."
"Could not retrieve file from archive.","Impossible de récupérer le fichier depuis l&rsquo;archive."
"Could not extract file from archive.","Impossible d&rsquo;extraire les fichiers depuis l&rsquo;archive."
"Could not copy file.","Impossible de copier le fichier."
"Empty archive.","Archive vide."
"<strong>ERROR:</strong> There was an error connecting to the server, Please verify the settings are correct.","<strong>Erreur&nbsp;:</strong> Une erreur s&rsquo;est produite lors de la connexion au serveur, vérifiez que vos paramètres sont corrects."
"Connection Information","Informations sur connexion"
"To perform the requested action, WordPress needs to access your web server.","Pour lancer la requête demandée, WordPress a besoin d&rsquo;accéder à votre serveur web."
"Please enter your FTP or SSH credentials to proceed.","Veuillez saisir votre identifiant FTP ou SSH pour continuer."
"FTP/SSH Username","Identifiant FTP/SSH"
"FTP/SSH Password","Mot de passe FTP/SSH"
"Please enter your FTP credentials to proceed.","Veuillez saisir votre identifiant FTP pour continuer."
"FTP Username","Identifiant FTP"
"FTP Password","Mot de passe FTP"
"If you do not remember your credentials, you should contact your web host.","Si vous ne vous souvenez pas de votre identifiant, vous devriez contacter votre hébergeur."
"Hostname","Nom de l&rsquo;H&ocirc;te&nbsp;:"
"Authentication Keys","Clefs d&rsquo;authentification"
"Public Key:","Clef publique&nbsp;:"
"Private Key:","Clef privée&nbsp;:"
"Enter the location on the server where the keys are located. If a passphrase is needed, enter that in the password field above.","Saisissez l&rsquo;adresse du serveur où se trouvent les clefs. Si un mot de passe est nécessaire, saisissez-le dans le champ ci-dessus."
"Connection Type","Type de connexion"
"Proceed","Continuer"
"Image data does not exist. Please re-upload the image.","Il n&rsquo;y a pas de données d&rsquo;image. Veuillez envoyer l&rsquo;image à nouveau."
"Crop","Recadrer"
"Rotate counter-clockwise","Tourner dans le sens inverse des aiguilles d&rsquo;une montre"
"Rotate clockwise","Tourner dans le sens des aiguilles d&rsquo;une montre"
"Image rotation is not supported by your web host.","La rotation d&rsquo;image n&rsquo;est pas disponible avec cet hébergeur."
"Flip vertically","Inversion verticale"
"Flip horizontally","Inversion horizontale"
"Scale Image","Modifier l&rsquo;échelle"
"You can proportionally scale the original image. For best results the scaling should be done before performing any other operations on it like crop, rotate, etc. Note that if you make the image larger it may become fuzzy.","Vous pouvez modifier l&rsquo;échelle de l&rsquo;image de manière proportionnelle. Pour obtenir un meilleur résultat, la modification devrait être faite avant toute autre opération sur l&rsquo;image, comme le recadrage, la rotation, etc. Notez bien que l&rsquo;agrandissement d&rsquo;une image peut la rendre floue."
"Original dimensions %s","Taille originale&nbsp;: %s"
"Discard any changes and restore the original image.","Abandonner tout changement et restaurer l&rsquo;image originale."
"Previously edited copies of the image will not be deleted.","Les copies de l&rsquo;image précédemment modifiées ne seront pas effacées."
"Restore image","Restaurer l&rsquo;image"
"Image Crop","Recadrage de l&rsquo;image"
"(help)","(aide)"
"The image can be cropped by clicking on it and dragging to select the desired part. While dragging the dimensions of the selection are displayed below.","L&rsquo;image peut être recadrée en cliquant dessus et en tirant une zone de sélection sur la partie désirée. Les dimensions de la sélection sont affichées ci-dessous."
"Crop Aspect Ratio","Proportion de taille du recadrage"
"You can specify the crop selection aspect ratio then hold down the Shift key while dragging to lock it. The values can be 1:1 (square), 4:3, 16:9, etc. If there is a selection, specifying aspect ratio will set it immediately.","Vous pouvez préciser la proportion de taille de la sélection de recadrage en maintenant la touche Shift enfoncée tandis que vous tirez la zone de sélection avec la souris. Ses valeurs peuvent être 1:1 (carré), 4:3, 16:9, etc. Si une sélection a déjà été faite, préciser la proportion l&rsquo;appliquera aussitôt."
"Crop Selection","Sélection de recadrage"
"Once started, the selection can be adjusted by entering new values (in pixels). Note that these values are scaled to approximately match the original image dimensions. The minimum selection size equals the thumbnail size as set in the Media settings.","Une fois commencée, la sélection peut être ajustée en entrant de nouvelles valeurs (en pixels). Notez bien que ces valeurs sont ajustées pour correspondre approximativement aux dimensions de l&rsquo;image originale. La taille minimale de la sélection est égale à la taille de la miniature, telle que fixée dans les réglages des médias."
"Aspect ratio:","Proportion de taille&nbsp;:"
"Selection:","Sélection&nbsp;:"
"Thumbnail Settings","Réglages de la miniature"
"The thumbnail image can be cropped differently. For example it can be square or contain only a portion of the original image to showcase it better. Here you can select whether to apply changes to all image sizes or make the thumbnail different.","L&rsquo;image miniature peut être recadrée de manière différente. Par exemple, elle peut être au format carré, ou ne contenir qu&rsquo;une partie de l&rsquo;image originale afin de mieux la présenter. Vous pouvez ici sélectionner si vous souhaitez voir vos modifications appliquées à toutes les tailles d&rsquo;images, ou choisir d&rsquo;avoir une miniature différente."
"Current thumbnail","Miniature actuelle"
"Apply changes to:","Appliquer les modifications à&nbsp;:"
"All image sizes","Toutes les tailles"
"All sizes except thumbnail","Toutes les tailles sauf la miniature"
"There are unsaved changes that will be lost. 'OK' to continue, 'Cancel' to return to the Image Editor.","Les modifications qui n'ont pas été enregistrées seront perdues. « OK » pour continuer, « Annuler » pour revenir à l'éditeur d'images."
"$image needs to be an WP_Image_Editor object","$image doit être un objet WP_Image_Editor"
