"New password","Nytt passord"
"Welcome to <a href=\"SITE_URL\">SITE_NAME</a>. This is your first post. Edit or delete it, then start blogging!","Velkommen til <a href=\"SITE_URL\">SITE_NAME</a>. Dette er ditt første innlegg. Rediger eller slett det, og start bloggingen!"
"Warning! Wildcard DNS may not be configured correctly!","Advarsel! Wildcard DNS kan være feilkonfigurert!"
"The installer attempted to contact a random hostname (<code>%s</code>) on your domain.","Installeringen forsøkte å kontakte en tilfeldig tjener (<code>%s</code>) i ditt domene."
"This resulted in an error message: %s","Dette medførte en feilmelding: %s"
"To use a subdomain configuration, you must have a wildcard entry in your DNS. This usually means adding a <code>*</code> hostname record pointing at your web server in your DNS configuration tool.","For å bruke en underdomenekonfigurasjon må du ha en wildcard innstilling i DNS-en din. Dette betyr vanligvis å legge til en <code>*</code> hostname-innstilling som peker til din nettjener i DNS-konfigurasjonsverktøyet."
"You can still use your site but any subdomain you create may not be accessible. If you know your DNS is correct, ignore this message.","Du kan fortsatt bruke nettstedet, men underdomener du lager kan bli utilgjengelige. Ignorer denne beskjeden hvis du vet at din DNS er riktig."
"Contextual Help Tab","Fane for kontekstbasert hjelp"
"Screen Options","Skjerminnstillinger"
"Enable accessibility mode","Aktiver tilgjengelighetstilstand."
"Disable accessibility mode","Deaktiver tilgjengelighetstilstand."
"Screen Options Tab","Fane for skjerminnstillinger"
"Show on screen","Vis i skjermbildet"
"Welcome","Velkommen"
"Screen Layout","Skjermutseende"
"Number of Columns:","Antall kolonner:"
"You did not enter a category name.","Du skrev ikke inn navnet på kategorien."
"Reply to Comment","Svar på kommentar"
"Add new Comment","Legg til ny kommentar"
"Add Comment","Legg til kommentar"
"Update Comment","Oppdater kommentar"
"Submit Reply","Send svar"
"Comment by %s moved to the trash.","Kommentar av %s flyttet til papirkurven."
"Comment by %s marked as spam.","Kommentar av %s merket som useriøs."
"Value","Verdi"
"Key","Nøkkel"
"Add New Custom Field:","Legg til nytt tilpasset felt:"
"Enter new","Skriv ny"
"Add Custom Field","Legg til tilpasset felt"
"%s%s, %s @ %s : %s","%s. %s, %s %s:%s"
"Thumbnail linked to file","Miniatyrbilde lenket til fil"
"Image linked to file","Bilde lenket til fil"
"Thumbnail linked to page","Miniatyrbilde lenket til side"
"Image linked to page","Bilde lenket til side"
"Link to file","Lenkes til fil"
"Link to page","Lenkes til side"
"Before you can upload your import file, you will need to fix the following error:","Før du kan laste opp din importfil må du rette følgende feil:"
"Choose a file from your computer:","Velg en fil fra maskinen din:"
"Maximum size: %s","Maksstørrelse: %s"
"Upload file and import","Last opp fil og importer"
"Click to toggle","Klikk for å slå på eller av"
"The miscellaneous options group has been removed. Use another settings group.","Gruppen med diverse innstillinger er fjernet. Bruk en annen gruppe med innstillinger."
"The privacy options group has been removed. Use another settings group.","Gruppen med fortrolighetsvalg har blitt slettet. Bruk en annen gruppe med innstillinger."
"Find Posts or Pages","Finn innlegg eller sider"
"Save Changes","Lagre endringene"
"New Feature: Toolbar","Ny funksjon: Verktøylinje"
"We&#8217;ve combined the admin bar and the old Dashboard header into one persistent toolbar. Hover over the toolbar items to see what&#8217;s new.","Vi har kombinert administrasjonslinjen og den gamle kontrollpanel-toppen inn i en felles verktøylinje. Hold markøren over elementene i verktøylinjen for å se hva som er nytt."
"Network Admin is now located in the My Sites menu.","Nettverksadmin er nå plassert i menyen Mine nettsteder."
"New Feature: Saving Widgets","Ny funksjon: Lagre widgeter"
"If you change your mind and revert to your previous theme, we&#8217;ll put the widgets back the way you had them.","Hvis du ombestemmer deg og vil gå tilbake til ditt forrige tema, vil vi sette widgetene tilbake på plass, slik du hadde dem."
"New Feature: Customizer","Ny funksjon: Tematilpasser"
"Click Customize to change the header, background, title and menus of the current theme, all in one place.","Klikk «Tilpass tema» for å forandre sidetoppen, bakgrunnen, titlene og menyene i det gjeldende temaet, alt på ett sted."
"Click the Live Preview links in the Available Themes list below to customize and preview another theme before activating it.","Klikk lenken for Forhåndsvis i listen under Tilgjengelige temaer for å tilpasse og forhåndsvise et annet tema før aktivering."
"New Feature: Choose Image from Library","Dette er nytt: Velg bilde fra mediebiblioteket"
"Want to use an image you uploaded earlier? Select it from your media library instead of uploading it again.","Ønsker du å bruke et tidligere opplastet bilde? Velg det i mediebiblioteket i stedet for å laste det opp på nytt."
"Uploading files and creating image galleries has a whole new look. Check it out!","Opplasting av filer og oppretting av gallerier har fått et nytt utseende. Sjekk det ut!"
"Likely direct inclusion of wp-admin/includes/template.php in order to use add_meta_box(). This is very wrong. Hook the add_meta_box() call into the add_meta_boxes action instead.","Sannsynligvis direkte inkludering av wp-admin/includes/template.php for å bruke add_meta_box(). Dette er veldig feil. Knytt oppkallet add_meta_box() til handlingen add_meta_boxes i stedet."
"Search for themes by keyword.","Søk blant temaer etter nøkkelord."
"Type of search","Type søk"
"Search by keyword","Søk etter nøkkelord"
"Search by author","Søk etter forfatter"
"Search by tag","Søk etter stikkord"
"Feature Filter","Funksjonalitetsfilter"
"Find a theme based on specific features.","Finn et tema basert på spesielle egenskaper."
"Find Themes","Finn temaer"
"Install a theme in .zip format","Installer et tema i .zip format"
"If you have a theme in a .zip format, you may install it by uploading it here.","Hvis du har et tema i .zip format kan du installere det ved å laste det opp her."
"Theme Install","Installer tema"
"Unable to locate WordPress theme directory.","Klarte ikke å finne WordPress temamappen."
"Could not fully remove the theme %s.","Kunne ikke fjerne %s-temaet fullstendig."
"Updating this theme will lose any customizations you have made. 'Cancel' to stop, 'OK' to update.","Hvis du oppdaterer dette temaet, mister du alle dine tilpasninger. «Avbryt» for å stoppe, «OK» for å oppdatere."
"There is a new version of %s available. <a href=\"%s\" class=\"thickbox\" title=\"%s\">View version %s details</a>.","Det er en ny versjon av %s tilgjengelig. <a href=\"%s\" class=\"thickbox\" title=\"%s\">Vis detaljene for versjon %s</a>."
"There is a new version of %s available. <a href=\"%s\" class=\"thickbox\" title=\"%s\">View version %s details</a>. <em>Automatic update is unavailable for this theme.</em>","Det er en ny versjon av %s tilgjengelig. <a href=\"%s\" class=\"thickbox\" title=\"%s\">Vis detaljene for versjon %s</a>. <em>Automatisk oppdatering er ikke tilgjengelig for dette temaet.</em>"
"There is a new version of %s available. <a href=\"%s\" class=\"thickbox\" title=\"%s\">View version %s details</a> or <a href=\"%s\" %s>update now</a>.","Det er en ny versjon av %s tilgjengelig. <a href=\"%s\" class=\"thickbox\" title=\"%s\">Se detaljer for %s </a> eller <a href=\"%s\" %s>oppdater nå</a>."
"Tan","Beige"
"Dark","Mørk"
"Light","Lyst"
"One Column","En kolonne"
"Two Columns","To kolonner"
"Three Columns","Tre kolonner"
"Four Columns","Fire kolonner"
"Left Sidebar","Venstre sidekolonne"
"Right Sidebar","Høyre sidekolonne"
"Fixed Width","Fast bredde"
"Flexible Width","Fleksibel bredde"
"Features","Egenskaper"
"Custom Colors","Egendefinerte farger"
"Editor Style","Visuell redigering"
"Featured Image Header","Fremhevet bilde som toppbilde"
"Featured Images","Fremhevede bilder"
"Flexible Header","Fleksibel sidetopp"
"Front Page Posting","Forsidepublisering"
"Full Width Template","Fullbreddemal"
"Microformats","Mikroformat"
"Post Formats","Innleggsformater"
"RTL Language Support","RTL-språkstøtte"
"Sticky Post","Klebrig innlegg"
"Theme Options","Temainnstillinger"
"Threaded Comments","Trådet kommentarer"
"Translation Ready","Klar for oversettelse"
"Subject","Emne"
"Holiday","Ferie"
"Photoblogging","Fotoblogging"
"Seasonal","Sesong"
"Verifying the unpacked files&#8230;","Verifiserer utpakkede filer&#8230;"
"The update could not be unpacked","Oppdateringen kunne ikke pakkes ut"
"The update cannot be installed because WordPress %s requires PHP version %s or higher and MySQL version %s or higher. You are running PHP version %s and MySQL version %s.","Oppdateringen kunne ikke installeres fordi WordPress %s krever PHP versjon %s eller høyere og MySQL versjon %s eller høyere. Du bruker PHP versjon %s og MySQL verson %s."
"The update cannot be installed because WordPress %s requires PHP version %s or higher. You are running version %s.","Oppdateringen kunne ikke installeres fordi WordPress %s krever PHP versjon %s eller høyere. Du bruker versjon %s."
"The update cannot be installed because WordPress %s requires MySQL version %s or higher. You are running version %s.","Oppdateringen kunne ikke installeres fordi WordPress %s krever MySQL versjon %s eller høyere. Du bruker versjon %s."
"Upgrading database&#8230;","Oppgraderer database&#8230;"
"WordPress updated successfully","Oppdateringen av WordPress var vellykket"
"Welcome to WordPress %s. You will be redirected to the About WordPress screen. If not, click <a href=\"%s\">here</a>.","Velkommen til WordPress %s. Du vil bli omdirigert til Om WordPress-skjermen. Hvis ikke, klikk <a href=\"%s\">her</a>."
"Welcome to WordPress %s. <a href=\"%s\">Learn more</a>.","Velkommen til WordPress %s. <a href=\"%s\">Lær mer</a>."
"You are using a development version (%s). Cool! Please <a href=\"%s\">stay updated</a>.","Du bruker en utviklingsversjon (%s). Kult! Vennligst <a href=\"%s\">hold deg oppdatert</a>."
"<a href=\"%s\">Get Version %s</a>","<a href=\"%s\">Hent versjon %s</a>"
"<a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> is available! <a href=\"%s\">Please update now</a>.","<a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> er tilgjengelig! <a href=\"%s\">Vennligst oppdater nå</a>."
"<a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> is available! Please notify the site administrator.","<a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> er tilgjengelig! Vennligst si ifra til nettstedets administrator."
"You are using <span class=\"b\">WordPress %s</span>.","Du bruker <span class=\"b\">WordPress %s</span>."
"Update to %s","Oppdater til %s"
"Latest","Siste"
"There is a new version of %s available. <a href=\"%s\" class=\"thickbox\" title=\"%s\">View version %s details</a>. <em>Automatic update is unavailable for this plugin.</em>","Det er en ny versjon av %s tilgjengelig. <a href=\"%s\" class=\"thickbox\" title=\"%s\">Vis detaljene for versjon %s</a>. <em>Automatisk oppdatering er ikke tilgjengelig for denne utvidelsen.</em>"
"There is a new version of %s available. <a href=\"%s\" class=\"thickbox\" title=\"%s\">View version %s details</a> or <a href=\"%s\">update now</a>.","Det er en ny versjon av %s tilgjengelig. <a href=\"%s\" class=\"thickbox\" title=\"%s\">Se detaljer for %s</a> eller <a href=\"%s\">oppdater nå</a>."
"An automated WordPress update has failed to complete - <a href=\"%s\">please attempt the update again now</a>.","En automatisert WordPress-oppdatering feilet—<a href=\"%s\">vennligst prøv igjen nå</a>."
"An automated WordPress update has failed to complete! Please notify the site administrator.","En automatisert WordPress-oppdatering feilet! Vennligst si ifra til nettstedets administrator."
"<strong><em>Note that password</em></strong> carefully! It is a <em>random</em> password that was generated just for you.","<strong><em>Merk deg passordet</em></strong> og pass på det! Det er et <em>tilfeldig</em> passord som er lagd bare for deg."
"Your chosen password.","Ditt valgte passord."
"User already exists. Password inherited.","Brukeren finnes allerede. Det gamle passordet ble beholdt."
"The password you chose during the install.","Passordet du valgte under installeringen."
"Welcome to WordPress. This is your first post. Edit or delete it, then start blogging!","Velkommen til WordPress. Dette er ditt første innlegg. Rediger eller slett det, og start bloggingen!"
"Hello world!","Hei, verden!"
"hello-world","hei-verden"
