"New password","Nova senha"
"(Leave at 0 for no rating.)","Deixe 0 para nenhuma classificação"
"Admin Color Scheme","Paleta de cores do painel"
"Sorry, you must delete files before you can upload any more.","Antes você deve excluir arquivos para poder enviar mais."
"Not enough space to upload. %s KB needed.","Sem espaço suficiente para enviar arquivo. São necessários %s KB."
"This file is too big. Files must be less than %s KB in size.","Este arquivo é muito grande. O tamanho dos arquivos devem ser menor que %s KB."
"You have used your space quota. Please delete files before uploading.","Você atingiu o seu limite de espaço. Exclua arquivos antes de enviar."
"Back","Voltar"
"Dear user,\n\nYou recently requested to have the administration email address on\nyour site changed.\nIf this is correct, please click on the following link to change it:\n###ADMIN_URL###\n\nYou can safely ignore and delete this email if you do not want to\ntake this action.\n\nThis email has been sent to ###EMAIL###\n\nRegards,\nAll at ###SITENAME###\n###SITEURL###","Caro usuário\n\nRecentemente você solicitou a alteração do endereço de email do administrador\nde seu site.\nSe isto estiver correto, clique no seguinte link para alterá-lo.\n###ADMIN_URL###\n\nVocê pode ignorar este email com segurança e excluí-lo se você não\nquiser fazer esta ação.\n\nEste email foi enviado para ###EMAIL###\n\nAtenciosamente,\nAdministradores do site ###SITENAME###\n###SITEURL### "
"[%s] New Admin Email Address","[%s] Novo endereço de email do admin"
"<strong>ERROR</strong>: The email address is already used.","<strong>ERRO</strong>: O endereço de email já está sendo usado."
"Dear user,\n\nYou recently requested to have the email address on your account changed.\nIf this is correct, please click on the following link to change it:\n###ADMIN_URL###\n\nYou can safely ignore and delete this email if you do not want to\ntake this action.\n\nThis email has been sent to ###EMAIL###\n\nRegards,\nAll at ###SITENAME###\n###SITEURL###","Caro usuário,\n\nRecentemente você solicitou a alteração do endereço de email de sua conta.\nSe isto estiver correto, clique no seguinte link para alterá-lo.\n###ADMIN_URL###\n\nVocê pode ignorar este email com segurança e excluí-lo se você não\nquiser fazer esta ação.\n\nEste email foi enviado para ###EMAIL###\n\nAtenciosamente,\nAdministradores do site ###SITENAME###\n###SITEURL### "
"[%s] New Email Address","[%s] Novo endereço de email"
"Your email address has not been updated yet. Please check your inbox at %s for a confirmation email.","O seu endereço de email ainda não foi atualizado. Verifique se há um email de confirmação na sua caixa de entrada em %s."
"Sorry, you have used your space allocation. Please delete some files to upload more files.","Você já usou todo o espaço disponível. Exclua alguns arquivos para fazer upload de mais arquivos."
"Used: %s%s% of %s","Usado: %s%s% de %s"
"Site Upload Space Quota","Cota de envios para o site"
"MB (Leave blank for network default)","MB (Deixe em branco para usar o padrão da rede)"
"You attempted to access the \"%s\" dashboard, but you do not currently have privileges on this site. If you believe you should be able to access the \"%s\" dashboard, please contact your network administrator.","Você tentou acessar o painel \"%s\", mas no momento você não tem privilégios neste site. Se acha que deve ser capaz de acessar o painel \"%s\", entre em contato com o administrador de rede."
"If you reached this screen by accident and meant to visit one of your own sites, here are some shortcuts to help you find your way.","Se você chegou a esta tela por acidente e pretende visitar um dos seus próprios sites, aqui estão alguns atalhos para ajudá-lo a encontrar seu caminho."
"Your Sites","Seus Sites"
"Visit Dashboard","Visitar Painel"
"View Site","Ver Site"
"American English","Inglês americano"
"British English","Inglês britânico"
"English","Inglês"
"Warning! WordPress encrypts user cookies, but you must add the following lines to <strong>wp-config.php</strong> for it to be more secure.","Atenção! O WordPress encripta os cookies dos usuários, mas você deve adicionar as seguintes linhas a <strong>wp-config.php</strong> para torná-lo mais seguro."
"Before the line <code>/* That's all, stop editing! Happy blogging. */</code> please add this code:","Antes da linha <code>/* Isto é tudo, pode parar de editar! :) */</code> adicione este código:"
"Thank you for Updating! Please visit the <a href=\"%s\">Update Network</a> page to update all your sites.","Obrigado por atualizar! Visite a página <a href=\"%s\">Atualizar rede</a> pra atualizar todos os seus sites."
"Primary Site","Site principal"
"%s (Invalid)","%s (inválido)"
"%s (Pending)","%s (Pendente)"
"Move up","Mover para cima"
"Move down","Mover para baixo"
"Edit Menu Item","Editar item do menu"
"Navigation Label","Rótulo de navegação"
"Title Attribute","Atributo do título"
"CSS Classes (optional)","Classes de CSS (opcional)"
"The description will be displayed in the menu if the current theme supports it.","A descrição será exibida no menu se o tema atual suportá-lo."
"Home: %s","Início: %s"
"Theme Locations","Posições no Tema"
"Custom Links","Links personalizados"
"The current theme does not natively support menus, but you can use the &#8220;Custom Menu&#8221; widget to add any menus you create here to the theme&#8217;s sidebar.","O tema atual não suporta menus nativamente, mas você pode usar o widget &#8220;Menu personalizado&#8221; para adicionar qualquer menu criado aqui à barra lateral do tema."
"Label","Rótulo"
"Menu Item","Item do menu"
"Add to Menu","Adicionar ao menu"
"No items.","Nenhum item."
"Most Recent","Mais recentes"
"View All","Ver tudo"
"Select menu items (pages, categories, links) from the boxes at left to begin building your custom menu.","Selecione os itens de menu (páginas, categorias, links) das caixas à esquerda para começar a montar seu menu personalizado."
"The Walker class named <strong>%s</strong> does not exist.","A classe Walker nomeada <strong>%s</strong> não existe."
"Click Save Menu to make pending menu items public.","Clique em Salvar menu para tornar públicos os itens de menu pendentes."
"There are some invalid menu items. Please check or delete them.","Existem alguns itens de menu inválidos. Confira ou os exclua."
"Show advanced menu properties","Mostrar propriedades avançadas de menu"
"Link Target","Destino do link"
"CSS Classes","Classes CSS"
"An unexpected error occurred. Something may be wrong with WordPress.org or this server&#8217;s configuration. If you continue to have problems, please try the <a href=\"http://wordpress.org/support/\">support forums</a>.","Ocorreu um erro inesperado. Algo pode estar errado com WordPress.org ou com a configuração deste servidor. Se continuar a ter problemas, tente o <a href=\"http://br.forums.wordpress.org/\">Fórum de Suporte</a>."
"Plugins extend and expand the functionality of WordPress. You may automatically install plugins from the <a href=\"http://wordpress.org/extend/plugins/\">WordPress Plugin Directory</a> or upload a plugin in .zip format via <a href=\"%s\">this page</a>.","Plugins estendem e expandem a funcionalidade do WordPress. Você pode instalar automaticamente plugins do <a href=\"http://wordpress.org/extend/plugins/\">Diretório WordPress de  Plugin </a> ou fazer upload de um plugin no formato .zip através <a href=\"%s\">desta página </a>"
"Popular tags","Tags populares"
"You may also browse based on the most popular tags in the Plugin Directory:","Você também pode pesquisar com base nas tags mais populares no diretório de Plugins:"
"Keyword","Palavra-chave"
"Search Plugins","Pesquisar plugins"
"Install a plugin in .zip format","Instalar um plugin no formato .zip"
"If you have a plugin in a .zip format, you may install it by uploading it here.","Se você tem um plugin no formato .zip, você deve instalá-lo fazendo upload do arquivo aqui."
"Plugin zip file","Arquivo zip do plugin"
"If you have marked plugins as favorites on WordPress.org, you can browse them here.","Se você marcou plugins como favoritos no WordPress.org, você pode acessá-los aqui."
"Your WordPress.org username:","Seu nome de usuário no WordPress.org:"
"Get Favorites","Pegar os favoritos"
"Installation","Instalação"
"Screenshots","Telas"
"Changelog","Log de mudanças"
"Other Notes","Outras Notas"
"Plugin Install","Instalação de plugin"
"Install Update Now","Instalar atualização agora"
"Newer Version (%s) Installed","Instalada a versão (%s) mais recente"
"Latest Version Installed","Instalada a versão mais recente"
"FYI","Informações"
"Author:","Autor:"
"Last Updated:","Última atualização:"
"Requires WordPress Version:","Necessita a versão do WordPress:"
"%s or higher","%s ou superior"
"Compatible up to:","Compatível até:"
"Downloaded:","Recebidos:"
"%s time","%s vez"
"%s times","%s vezes"
"WordPress.org Plugin Page &#187;","Página de plugin do WordPress.org &#187;"
"Plugin Homepage &#187;","Página do plugin &#187;"
"Average Rating","Classificação média"
"<strong>Warning:</strong> This plugin has <strong>not been tested</strong> with your current version of WordPress.","<strong>Atenção:</strong> Esse plugin <strong>não foi testado</strong> com sua versão atual do WordPress."
