"New password","Nuova password"
"There is a new version of %s available. <a href=\"%s\" class=\"thickbox\" title=\"%s\">View version %s details</a> or <a href=\"%s\" %s>update now</a>.","&Egrave; disponibile una nuova versione di %s. <a href=\"%s\" class=\"thickbox\" title=\"%s\">Visualizza i dettagli della versione %s</a> oppure <a href=\"%s\" %s>aggiorna adesso</a>."
"Tan","Colorato"
"Dark","Scuro"
"Light","Chiaro"
"One Column","Una colonna"
"Two Columns","Due colonne"
"Three Columns","Tre colonne"
"Four Columns","Quattro colonne"
"Left Sidebar","Barra laterale sinistra"
"Right Sidebar","Barra laterale destra"
"Fixed Width","Larghezza fissa"
"Flexible Width","Larghezza variabile"
"Features","Funzionalità"
"Custom Colors","Colori personalizzati"
"Editor Style","Stile editor"
"Featured Image Header","Intestazione immagine in evidenza"
"Featured Images","Immagini in evidenza"
"Flexible Header","Testata flessibile"
"Front Page Posting","Pubblicazione in prima pagina"
"Full Width Template","Template a piena larghezza"
"Microformats","Microformati"
"Post Formats","Formato articoli"
"RTL Language Support","Supporto a lingue RTL (scritte da destra a sinistra)"
"Sticky Post","Articolo evidenziato"
"Theme Options","Opzioni tema"
"Threaded Comments","Commenti nidificati"
"Translation Ready","Pronto alla traduzione"
"Subject","Soggetto"
"Holiday","Festività"
"Photoblogging","Photoblog"
"Seasonal","Stagionali"
"Verifying the unpacked files&#8230;","Verifica dei file estratti"
"The update could not be unpacked","L'aggiornamento non può venir scompattato"
"The update cannot be installed because WordPress %s requires PHP version %s or higher and MySQL version %s or higher. You are running PHP version %s and MySQL version %s.","L'aggiornamento non può essere installato perchè WordPress %s richiede una versione di PHP %s o superiore e MySQL versione %s o superiore. Si sta utilizzando PHP versione %s e MySQL versione %s."
"The update cannot be installed because WordPress %s requires PHP version %s or higher. You are running version %s.","L'aggiornamento non può essere installato perchè WordPress %s richiede una versione di PHP %s o superiore. Si sta utilizzando la versione %s."
"The update cannot be installed because WordPress %s requires MySQL version %s or higher. You are running version %s.","L'aggiornamento non può essere installato perchè WordPress %s richiede una versione di MySQL %s o superiore. Si sta utilizzando la versione %s."
"Upgrading database&#8230;","Aggiornamento del database&#8230;"
"WordPress updated successfully","WordPress aggiornato con successo"
"Welcome to WordPress %s. You will be redirected to the About WordPress screen. If not, click <a href=\"%s\">here</a>.","Benvenuto in WordPress %s. Verrai reindirizzato alla schermata Informazioni su WordPress. Se ciò non ccade fai clic <a href=\"%s\">qui</a>."
"Welcome to WordPress %s. <a href=\"%s\">Learn more</a>.","Benvenuto in WordPress%s. <a href=\"%s\"> Ulteriori informazioni</a>."
"You are using a development version (%s). Cool! Please <a href=\"%s\">stay updated</a>.","Si sta utilizzando una versione di sviluppo (%s). Grande! Per favore <a href=\"%s\">mantenerla aggiornata</a>."
"<a href=\"%s\">Get Version %s</a>","<a href=\"%s\">Recuperare la versione %s</a>"
"<a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> is available! <a href=\"%s\">Please update now</a>.","&Egrave; disponibile <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a>! <a href=\"%s\">Aggiorna adesso</a>."
"<a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> is available! Please notify the site administrator.","&Egrave; disponibile <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a>! Si prega di avvisare l'amministratore del sito."
"You are using <span class=\"b\">WordPress %s</span>.","Si sta utilizzando <span class=\"b\">WordPress %s</span>."
"Update to %s","Aggiornare a %s"
"Latest","Ultima"
"There is a new version of %s available. <a href=\"%s\" class=\"thickbox\" title=\"%s\">View version %s details</a>. <em>Automatic update is unavailable for this plugin.</em>","&Egrave; disponibile una nuova versione di %s. <a href=\"%s\" class=\"thickbox\" title=\"%s\">Visualizza i dettagli sulla versione %s </a>. <em>Aggiornamento automatico non disponibile per questo plugin.</em>"
"There is a new version of %s available. <a href=\"%s\" class=\"thickbox\" title=\"%s\">View version %s details</a> or <a href=\"%s\">update now</a>.","&Egrave; disponibile una nuova versione di %s. <a href=\"%s\" class=\"thickbox\" title=\"%s\">Visualizza i dettagli della versione %s</a> oppure <a href=\"%s\">aggiorna adesso</a>."
"An automated WordPress update has failed to complete - <a href=\"%s\">please attempt the update again now</a>.","Un aggiornamento automatico di WordPress non si è installato completamente - <a href=\"%s\">riprovare l'aggiornamento adesso</a>."
"An automated WordPress update has failed to complete! Please notify the site administrator.","Un aggiornamento automatico di WordPress non si è installato completamente! Si prega di informare l'amministratore del sito."
"<strong><em>Note that password</em></strong> carefully! It is a <em>random</em> password that was generated just for you.","<strong><em>Annota questa password</em></strong> attentamente! &Egrave; una password <em>casuale</em> che è stata generata appositamente per te."
"Your chosen password.","La password scelta"
"User already exists. Password inherited.","Utente già esistente. La password è stata ereditata."
"The password you chose during the install.","La password scelta durante l'installazione"
"Welcome to WordPress. This is your first post. Edit or delete it, then start blogging!","Benvenuto in WordPress. Questo è il tuo primo articolo. Modificalo o cancellalo e inizia a creare il tuo blog!"
"Hello world!","Ciao mondo!!"
"hello-world","ciao-mondo"
"Hi, this is a comment.\nTo delete a comment, just log in and view the post&#039;s comments. There you will have the option to edit or delete them.","Ciao, questo è un commento.\nPer cancellare un commento effettua la login e visualizza i commenti agli articoli. Lì troverai le opzioni per modificarli o cancellarli."
"This is an example page. It's different from a blog post because it will stay in one place and will show up in your site navigation (in most themes). Most people start with an About page that introduces them to potential site visitors. It might say something like this:\n\n<blockquote>Hi there! I'm a bike messenger by day, aspiring actor by night, and this is my blog. I live in Los Angeles, have a great dog named Jack, and I like pi&#241;a coladas. (And gettin' caught in the rain.)</blockquote>\n\n...or something like this:\n\n<blockquote>The XYZ Doohickey Company was founded in 1971, and has been providing quality doohickeys to the public ever since. Located in Gotham City, XYZ employs over 2,000 people and does all kinds of awesome things for the Gotham community.</blockquote>\n\nAs a new WordPress user, you should go to <a href=\"%s\">your dashboard</a> to delete this page and create new pages for your content. Have fun!","Questa è una pagina di esempio. Differisce da un articolo di blog per rimane in un solo posto ed appare nel menu di navigazione del sito (questo nella maggior parte dei temi). Molte persone iniziano con una pagina di Info che li introduce ai potenziali visitatori del sito. Tale pagina potrebbe contenere un testo del tipo:\n\n<blockquote>Salve! Sono un pony express di giorno, un aspirante attore di notte e questo è il mio blog. Vivo a Los Angeles, ho un gran bel cane di nome Jack e mi piace la pi&#241;a coladas. (E infradiciarmi sotto la pioggia.)</blockquote>\n\n...o cose di questo genere:\n\n<blockquote>La XYZ Doohickey Company è stata fondata nel 1971, e ha fornito doohickeys di qualità al pubblico fin d'allora. Si trova a Gotham City, XYZ impiega oltre 2,000 persone e produce ogni genere di cose impressionanti per la comunità di Gotham.</blockquote>\n\nDa nuovo utente WordPress puoi andare sulla <a href=\"%s\">tua bacheca</a> per cancellare questa pagina e creare nuove pagine per i tuoi contenuti. Buon divertimento!"
"Sample Page","Pagina di esempio."
"sample-page","pagina-di-esempio"
"Your new WordPress site has been successfully set up at:\n\n%s\n\nYou can log in to the administrator account with the following information:\n\nUsername: %s\nPassword: %s\n\nWe hope you enjoy your new site. Thanks!\n\n--The WordPress Team\nhttp://wordpress.org/\n","Il nuovo sito WordPress è stato installato con successo a questo indirizzo:\n\n%s\n\nÈ possibile fare il login come amministratore inserendo queste informazioni:\n\nNome utente: %s\nPassword: %s\n\nSperiamo che questo nuovo blog vi piaccia. Grazie!\n\n--Il team di WordPress\nhttp://wordpress.org/\n"
"New WordPress Site","Nuovo sito WordPress"
"You can&#8217;t give users that role.","Impossibile assegnare questo ruolo agli utenti."
"<strong>ERROR</strong>: You entered your new password only once.","<strong>ERRORE</strong>: si è digitata la nuova password solo una volta."
"<strong>ERROR</strong>: Please enter your password.","<strong>ERRORE</strong>: inserire la propria password."
"<strong>ERROR</strong>: Please enter your password twice.","<strong>ERRORE</strong>: inserire due volte la propria password."
"<strong>ERROR</strong>: Passwords may not contain the character \"\\\".","<strong>ERRORE</strong>: le password non possono contenere il carattere \"\\\"."
"<strong>ERROR</strong>: Please enter the same password in the two password fields.","<strong>ERRORE</strong>: digitare la medesima password nei due campi password."
"<strong>ERROR</strong>: Please enter an e-mail address.","<strong>ERRORE</strong>: inserisci un indirizzo e-mail"
"Notice:","Avvertenza:"
"You&rsquo;re using the auto-generated password for your account. Would you like to change it to something easier to remember?","Si sta utilizzando per il proprio account una password generata in automatico. Si desidera cambiarla con una che sia più facile ricordare?"
"Yes, take me to my profile page","Vai alla pagina del profilo"
"No thanks, do not remind me again","Ricordamelo dopo"
"Welcome to your WordPress Dashboard! This is the screen you will see when you log in to your site, and gives you access to all the site management features of WordPress. You can get help for any screen by clicking the Help tab in the upper corner.","Benvenuti nella Bacheca di WordPress! Questa è la pagina che compare quando si accede al sito, e dà accesso al sito e alla gestione delle funzionalità di WordPress. È possibile ottenere assistenza per qualsiasi sezione facendo clic sulla scheda Aiuto nell'angolo in alto."
"The left-hand navigation menu provides links to all of the WordPress administration screens, with submenu items displayed on hover. You can minimize this menu to a narrow icon strip by clicking on the Collapse Menu arrow at the bottom.","Il menu di navigazione di sinistra  offre collegamenti a tutte le schermate di amministrazione di WordPress, con voci di sottomenu visualizzate al passaggio del mouse. È possibile ridurre questo menu ad una colonna di icone, facendo clic sulla freccia \"Collassa il menu\" alla base del menu."
