"New password","Nytt passord"
"An unexpected error occurred. Something may be wrong with WordPress.org or this server&#8217;s configuration. If you continue to have problems, please try the <a href=\"http://wordpress.org/support/\">support forums</a>.","Noko gjekk uventa gale. Det kan hende noko er feil med WordPress.org eller oppsettet på denne tenaren. Viss du får fleire problem, kan du prøva <a href=\"http://wordpress.org/support/\">forumet</a> (engelsk)."
"Plugins extend and expand the functionality of WordPress. You may automatically install plugins from the <a href=\"http://wordpress.org/extend/plugins/\">WordPress Plugin Directory</a> or upload a plugin in .zip format via <a href=\"%s\">this page</a>.","Innstikk utvidar og legg til funksjonar i WordPress. Du kan installera innstikk automatisk frå <a href=\"http://wordpress.org/extend/plugins/\">WordPress-innstikkatalogen</a> eller lasta opp eit innstikk i .zip-format på <a href=\"%s\">denne sida</a>."
"Popular tags","Populære merkelappar"
"You may also browse based on the most popular tags in the Plugin Directory:","Du kan òg bla gjennom innstikka basert på dei mest populære merkelappane i innstikk-katalogen:"
"%s plugin","%s innstikk"
"%s plugins","%s innstikk"
"Keyword","Stikkord"
"Search Plugins","Søk etter innstikk"
"Install a plugin in .zip format","Installer eit innstikk i .zip-format"
"If you have a plugin in a .zip format, you may install it by uploading it here.","Viss du har ein bunad i .zip-format, kan du installera han ved å lasta han opp her."
"Plugin zip file","Pakkefil for innstikk"
"If you have marked plugins as favorites on WordPress.org, you can browse them here.","Viss du har merka innstikk som favorittar på WordPress.org, kan du bla gjennom dei her."
"Your WordPress.org username:","Brukarnamnet ditt på WordPress.org:"
"Get Favorites","Få tak i favorittar"
"Installation","Installering"
"FAQ","Spørsmål"
"Screenshots","Skjermbilete"
"Changelog","Endringslogg"
"Other Notes","Andre merknader"
"Plugin Install","Installer innstikk"
"Install Update Now","Installer oppdatering no"
"Newer Version (%s) Installed","Nyare versjon (%s) installert"
"Latest Version Installed","Siste versjon installert"
"FYI","Til info"
"Author:","Forfattar:"
"Last Updated:","Sist oppdatert:"
"Requires WordPress Version:","Påkravd WordPress-versjon:"
"%s or higher","%s eller høgare"
"Compatible up to:","Støtta opp til:"
"Downloaded:","Nedlasta:"
"%s time","%s gong"
"%s times","%s gonger"
"WordPress.org Plugin Page &#187;","Innstikksida hjå WordPress.org &#187;"
"Plugin Homepage &#187;","Heimesida åt innstikket &#187;"
"Average Rating","Gjennomsnittleg vurdering"
"<strong>Warning:</strong> This plugin has <strong>not been tested</strong> with your current version of WordPress.","<strong>Åtvaring:</strong> Dette innstikket <strong>er ikkje testa</strong> med WordPress-versjonen din."
"<strong>Warning:</strong> This plugin has <strong>not been marked as compatible</strong> with your version of WordPress.","<strong>Åtvaring:</strong> Dette innstikket er ikkje <strong>støtta</strong> av WordPress-versjonen din."
"The <code>%s</code> plugin header is deprecated. Use <code>%s</code> instead.","<code>%s</code> som innstikkoverskrift er utdatert. Bruk <code>%s</code> i staden."
"Visit plugin homepage","Vitje vevsida til innstikket"
"By %s.","Av %s."
"Advanced caching plugin.","Avansert mellomlagerinnstikk."
"Custom database class.","Eiga databaseklasse."
"Custom database error message.","Eiga melding for databasefeil."
"Custom install script.","Eige installasjonsskript."
"Custom maintenance message.","Eiga melding for vedlikehald."
"External object cache.","Eksternt objektmellomlager."
"Executed before Multisite is loaded.","Blir køyrt før Multisite lastar."
"Custom site deleted message.","Eiga melding for sletta nettstader."
"Custom site inactive message.","Eiga melding for inaktive nettstader."
"Custom site suspended message.","Eiga melding for nettstader som er tekne ned."
"The plugin generated unexpected output.","Innstikket laga uventa utdata."
"One of the plugins is invalid.","Eit av innstikka er ugyldig."
"Could not fully remove the plugin(s) %s.","Greidde ikkje heilt å fjerna innstikket/innstikka %s."
"Invalid plugin path.","Ugyldig innstikkstig."
"Plugin file does not exist.","Innstikkfila finst ikkje."
"The plugin does not have a valid header.","Innstikket har ikkje eit gyldig hovud."
"The \"%s\" options group has been removed. Use another settings group.","Innstillingsgruppa for \"%s\" er fjerna. Bruk ei anna innstillingsgruppe."
"You are not allowed to edit pages as this user.","Du har ikkje løyve til å endra sider som denne brukaren."
"You are not allowed to edit posts as this user.","Du har ikkje løyve til å endra innlegg som denne brukaren."
"You are not allowed to edit pages.","Du har ikkje løyve til å endra sider."
"You are not allowed to edit posts.","Du har ikkje løyve til å endra innlegg."
"Auto Draft","Autokladd"
"You are not allowed to create pages on this site.","Du har ikkje løyve til å laga sider på denne nettstaden."
"You are not allowed to create posts or drafts on this site.","Du har ikkje løyve til å skriva innlegg eller kladdar på denne nettstaden."
"Click to edit this part of the permalink","Klikk for å endra denne delen av fastlenkja"
"Temporary permalink. Click to edit this part.","Mellombels fastlenkje. Klikk for å endra denne delen."
"Permalink:","Fastlenkje:"
"Change Permalinks","Endra fastlenkjer"
"Remove featured image","Fjern hovudbilete"
"Warning: %s is currently editing this post","Åtvaring: %s skriv på dette innlegget nett no"
"Warning: %s is currently editing this page","Åtvaring: %s skriv på denne sida nett no"
"Warning: %s is currently editing this.","Åtvaring: %s skriv på dette innlegget nett no"
"Preview not available. Please save as a draft first.","Førehandsvisning er ikkje tilgjengeleg. Lagra som kladd fyrst."
"0","Europe/Oslo"
"My Site","Nettstaden min"
"Just another WordPress site","Endå ein WordPress-nettstad"
"F j, Y","j. F Y"
"g:i a","H:i"
"F j, Y g:i a","j. F Y H:i"
"Just another %s site","Endå ein %s-nettstad"
"Editor","Redigering"
"Contributor","Bidragsytar"
"Subscriber","Tingar"
"You must provide a domain name.","Du må skriva inn eit nettnamn."
"You must provide a name for your network of sites.","Du må skriva inn eit namn for nettverket ditt."
"The network already exists.","Nettverket finst frå før."
"You must provide a valid e-mail address.","Du må skriva inn ei gyldig epostadresse."
"Welcome to <a href=\"SITE_URL\">SITE_NAME</a>. This is your first post. Edit or delete it, then start blogging!","Velkomen til <a href=\"SITE_URL\">SITE_NAME</a>. Dette er det fyrste innlegget ditt. Endra eller slett det, og så kan du byrja å blogga!"
"Warning! Wildcard DNS may not be configured correctly!","Åtvaring! Det kan henda DNS med jokerteikn ikkje er sett opp rett!"
"The installer attempted to contact a random hostname (<code>%s</code>) on your domain.","Installasjonsprogrammet prøvde å kontakta eit tilfeldig vertsnamn (<code>%s</code>) på nettnamnet ditt."
"This resulted in an error message: %s","Dette gav ei feilmelding: %s"
"To use a subdomain configuration, you must have a wildcard entry in your DNS. This usually means adding a <code>*</code> hostname record pointing at your web server in your DNS configuration tool.","For å bruka eit underdomene, må du ha ei jokerteikn-oppføring i DNS-oppsettet ditt. Det tyder vanlegvis at du må ha eit <code>*</code>-teikn i vertsnamnoppføringa som peikar til nettverten din i DNS-oppsettsverktyet."
"You can still use your site but any subdomain you create may not be accessible. If you know your DNS is correct, ignore this message.","Du kan framleis bruka nettstaden din, men det er ikkje sikkert du får tilgang til dei under-nettnamna du lagar. Viss du veit at DNS-innstillingane dine er rette, kan du sjå bort frå denne feilmeldinga."
"Contextual Help Tab","Konteksthjelp-fana"
"Screen Options","Sideval"
"Enable accessibility mode","Slå på tilgjengemodus"
"Disable accessibility mode","Slå av tilgjengemodus"
"Screen Options Tab","Skjermval-fana"
"Show on screen","Vis på skjermen"
"Welcome","Velkomen"
"Screen Layout","Sideutforming"
"Number of Columns:","Tal på kolonnar:"
"You did not enter a category name.","Du gløymde kategorinamnet."
"Reply to Comment","Svar til innspel"
"Add new Comment","Legg til nytt innspel"
"Add Comment","Legg til innspel"
"Update Comment","Oppdater innspel"
"Submit Reply","Send inn svar"
"Comment by %s moved to the trash.","Innspelet av %s vart kasta i papirkorga."
"Comment by %s marked as spam.","Innspelet av %s vart merkt som søpel."
"Value","Verdi"
"Key","Nykel"
"Add New Custom Field:","Legg til nytt eige felt:"
"Enter new","Skriv inn nytt"
"Add Custom Field","Legg til eigendefinert felt"
"Thumbnail linked to file","Miniatyr lenkja til fil"
"Image linked to file","Bilete lenkja til fil"
"Thumbnail linked to page","Miniatyr lenkja til side"
"Image linked to page","Bilete lenkja til side"
"Link to file","Lenkje til fil"
"Link to page","Lenkje til side"
"Before you can upload your import file, you will need to fix the following error:","Før du kan lasta opp importfila di, lyt du retta følgjande feil:"
"Choose a file from your computer:","Vel ei fil frå datamaskina di:"
"Maximum size: %s","Maksimumstorleik: %s"
"Upload file and import","Last opp fil og importer"
"Click to toggle","Klikk for å veksle"
"The miscellaneous options group has been removed. Use another settings group.","Gruppa for ymse innstillingar har vorte fjerna. Bruk ei anna innstillingsgruppe"
"The privacy options group has been removed. Use another settings group.","Innstillingsgruppa for privatopplysingar er flytta. Bruk ei anna innstillingsgruppe."
"Find Posts or Pages","Finn innlegg eller sider"
"Save Changes","Lagre endringar"
"New Feature: Toolbar","Ny funksjon: verktyline"
"We&#8217;ve combined the admin bar and the old Dashboard header into one persistent toolbar. Hover over the toolbar items to see what&#8217;s new.","Me har samla styringsfeltet og den gamle styringspanel-overskrifta til ei fast verktyline. Hald peikaren over elementa i verktylina for å sjå kva som er nytt."
"Network Admin is now located in the My Sites menu.","Nettverksstyrar-oppføringa finn du no i menyen over mine nettstader."
"New Feature: Saving Widgets","Ny funksjon: Lagra småprogram"
"If you change your mind and revert to your previous theme, we&#8217;ll put the widgets back the way you had them.","Viss du ombestemmer deg og går tilbake til ein tidlegare bunad, vil alle småprogramma dine hamna der du hadde dei."
"New Feature: Customizer","Ny funskjon: tilpassing"
"Click Customize to change the header, background, title and menus of the current theme, all in one place.","Klikk på Tilpass for å endra toppbiletet, bakgrunnen, tittelen og menyen på denne bunaden, alt på ein stad."
"Click the Live Preview links in the Available Themes list below to customize and preview another theme before activating it.","Klikk på Førehandsvis-lenkjene i lista over tilgjengelege bunader for å tilpassa og visa andre bunader før du tek dei i bruk."
"New Feature: Choose Image from Library","Ny funskjon: vel bilete frå samlinga"
"Want to use an image you uploaded earlier? Select it from your media library instead of uploading it again.","Vil du bruka eit bilete du har lasta opp tidlegare? Vel det frå mediasamlinga di i staden for å lasta det opp på nytt."
"Uploading files and creating image galleries has a whole new look. Check it out!","Å lasta opp filer og laga biletgalleri ser nytt ut. Sjekk det!"
"Likely direct inclusion of wp-admin/includes/template.php in order to use add_meta_box(). This is very wrong. Hook the add_meta_box() call into the add_meta_boxes action instead.","Truleg direkte innlemming av wp-admin/includes/template.php for å bruka add_meta_box(). Dette er heilt feil. Hekt add_meta_box()-oppkallet mot add_meta_boxes-handlinga i staden for."
"Search for themes by keyword.","Bla gjennom bunadene etter stikkord."
"Type of search","Type søk"
"Search by keyword","Søk etter stikkord"
"Search by author","Søk etter skribent"
"Search by tag","Søk etter merkelapp"
"Feature Filter","Innhaldsfiltrering"
"Find a theme based on specific features.","Finn ein bunad som har visse funksjonar."
"Find Themes","Finn bunader"
"Install a theme in .zip format","Installer ein bunad i .zip-format"
"If you have a theme in a .zip format, you may install it by uploading it here.","Viss du har ein bunad i .zip-format, kan du installere han ved å laste han opp her."
"Theme Install","Installering av bunad"
