"<a href=\"http://codex.wordpress.org/Settings_Permalinks_Screen\" target=\"_blank\">Documentation on Permalinks Settings</a>","<a href=\"http://codex.wordpress.org/Settings_Permalinks_Screen\" target=\"_blank\">Dokumentacja dot. ustawień bezpośrednich odnośników</a>"
"<a href=\"http://codex.wordpress.org/Posts_Categories_Screen\" target=\"_blank\">Documentation on Categories</a>","<a href=\"http://codex.wordpress.org/Posts_Categories_Screen\" target=\"_blank\">Dokumentacja dot. kategorii</a>"
"<a href=\"http://codex.wordpress.org/Links_Link_Categories_Screen\" target=\"_blank\">Documentation on Link Categories</a>","<a href=\"http://codex.wordpress.org/Links_Link_Categories_Screen\" target=\"_blank\">Dokumentacja dot. kategorii odnośników</a>"
"<a href=\"http://codex.wordpress.org/Appearance_Widgets_Screen\" target=\"_blank\">Documentation on Widgets</a>","<a href=\"http://codex.wordpress.org/Appearance_Widgets_Screen\" target=\"_blank\">Dokumentacja dot. widgetów</a>"
"<a href=\"http://codex.wordpress.org/Appearance_Menus_Screen\" target=\"_blank\">Documentation on Menus</a>","<a href=\"http://codex.wordpress.org/Appearance_Menus_Screen\" target=\"_blank\">Dokumentacja dot. menu</a>"
"<a href=\"http://codex.wordpress.org/Media_Add_New_Screen#Edit_Media\" target=\"_blank\">Documentation on Edit Media</a>","<a href=\"http://codex.wordpress.org/Media_Add_New_Screen#Edit_Media\" target=\"_blank\">Dokumentacja dot. edytowania mediów</a>"
"<a href=\"http://codex.wordpress.org/Pages_Screen#Editing_Individual_Pages\" target=\"_blank\">Documentation on Editing Pages</a>","<a href=\"http://codex.wordpress.org/Pages_Screen#Editing_Individual_Pages\" target=\"_blank\">Dokumentacja dot. edycji stron</a>"
"<a href=\"http://codex.wordpress.org/Media_Library_Screen\" target=\"_blank\">Documentation on Media Library</a>","<a href=\"http://codex.wordpress.org/Media_Library_Screen\" target=\"_blank\">Dokumentacja dot. biblioteki mediów</a>"
"<a href=\"http://codex.wordpress.org/Tools_Screen\" target=\"_blank\">Documentation on Tools</a>","<a href=\"http://codex.wordpress.org/Tools_Screen\" target=\"_blank\">Dokumentacja dot. narzędzi</a>"
"<a href=\"http://codex.wordpress.org/Appearance_Header_Screen\" target=\"_blank\">Documentation on Custom Header</a>","<a href=\"http://codex.wordpress.org/Appearance_Header_Screen\" target=\"_blank\">Dokumentacja dot. własnych nagłówków</a>"
"<a href=\"http://codex.wordpress.org/Tools_Export_Screen\" target=\"_blank\">Documentation on Export</a>","<a href=\"http://codex.wordpress.org/Tools_Export_Screen\" target=\"_blank\">Dokumentacja dot. eksportowania</a>"
"<a href=\"http://codex.wordpress.org/Settings_General_Screen\" target=\"_blank\">Documentation on General Settings</a>","<a href=\"http://codex.wordpress.org/Settings_General_Screen\" target=\"_blank\">Dokumentacja dot. ogólnych ustawień</a>"
"<a href=\"http://codex.wordpress.org/Settings_Media_Screen\" target=\"_blank\">Documentation on Media Settings</a>","<a href=\"http://codex.wordpress.org/Settings_Media_Screen\" target=\"_blank\">Dokumentacja dot. ustawień mediów</a>"
"<a href=\"http://codex.wordpress.org/Dashboard_Updates_Screen\" target=\"_blank\">Documentation on Updating WordPress</a>","<a href=\"http://codex.wordpress.org/Dashboard_Updates_Screen\" target=\"_blank\">Dokumentacja dot. aktualizowania WordPressa</a>"
"<a href=\"http://codex.wordpress.org/Posts_Add_New_Screen\" target=\"_blank\">Documentation on Writing and Editing Posts</a>","<a href=\"http://codex.wordpress.org/Posts_Add_New_Screen\" target=\"_blank\">Dokumentacja dot. tworzenia i edycji wpisów</a>"
"<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Documentation on Comments</a>","<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Dokumentacja dot. komentarzy</a>"
"<a href=\"http://codex.wordpress.org/Users_Screen\" target=\"_blank\">Documentation on Managing Users</a>","<a href=\"http://codex.wordpress.org/Users_Screen\" target=\"_blank\">Dokumentacja dot. zarządzania użytkownikami</a>"
"<a href=\"http://codex.wordpress.org/Settings_Discussion_Screen\" target=\"_blank\">Documentation on Discussion Settings</a>","<a href=\"http://codex.wordpress.org/Settings_Discussion_Screen\" target=\"_blank\">Dokumentacja dot. ustawień dyskusji</a>"
"<a href=\"http://codex.wordpress.org/Links_Add_New_Screen\" target=\"_blank\">Documentation on Creating Links</a>","<a href=\"http://codex.wordpress.org/Links_Add_New_Screen\" target=\"_blank\">Dokumentacja dot. tworzenia odnośników</a>"
"<a href=\"http://codex.wordpress.org/Settings_Reading_Screen\" target=\"_blank\">Documentation on Reading Settings</a>","<a href=\"http://codex.wordpress.org/Settings_Reading_Screen\" target=\"_blank\">Dokumentacja dot. ustawień czytania</a>"
"<a href=\"http://codex.wordpress.org/Plugins_Add_New_Screen\" target=\"_blank\">Documentation on Installing Plugins</a>","<a href=\"http://codex.wordpress.org/Plugins_Add_New_Screen\" target=\"_blank\">Dokumentacja dot. instalacji wtyczek</a>"
"<a href=\"http://codex.wordpress.org/Posts_Screen\" target=\"_blank\">Documentation on Managing Posts</a>","<a href=\"http://codex.wordpress.org/Posts_Screen\" target=\"_blank\">Dokumentacja dot. zarządzania wpisami</a>"
"<a href=\"http://codex.wordpress.org/Dashboard_Screen\" target=\"_blank\">Documentation on Dashboard</a>","<a href=\"http://codex.wordpress.org/Dashboard_Screen\" target=\"_blank\">Dokumentacja dot. kokpitu</a>"
"<a href=\"http://codex.wordpress.org/Plugins_Editor_Screen\" target=\"_blank\">Documentation on Editing Plugins</a>","<a href=\"http://codex.wordpress.org/Plugins_Editor_Screen\" target=\"_blank\">Dokumentacja dot. edycji wtyczek</a>"
"<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Documentation on Custom Background</a>","<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Dokumentacja dot. własnych teł</a>"
"<a href=\"http://codex.wordpress.org/Tools_Import_Screen\" target=\"_blank\">Documentation on Import</a>","<a href=\"http://codex.wordpress.org/Tools_Import_Screen\" target=\"_blank\">Dokumentacja dot. importowania</a>"
"<a href=\"http://codex.wordpress.org/Pages_Screen\" target=\"_blank\">Documentation on Managing Pages</a>","<a href=\"http://codex.wordpress.org/Pages_Screen\" target=\"_blank\">Dokumentacja dot. zarządzania stronami</a>"
"<a href=\"http://codex.wordpress.org/Pages_Add_New_Screen\" target=\"_blank\">Documentation on Adding New Pages</a>","<a href=\"http://codex.wordpress.org/Pages_Add_New_Screen\" target=\"_blank\">Dokumentacja dot. dodawania nowych stron</a>"
"<a href=\"http://codex.wordpress.org/Settings_Writing_Screen\" target=\"_blank\">Documentation on Writing Settings</a>","<a href=\"http://codex.wordpress.org/Settings_Writing_Screen\" target=\"_blank\">Dokumentacja dot. ustawień pisania</a>"
"<a href=\"http://codex.wordpress.org/Links_Screen\" target=\"_blank\">Documentation on Managing Links</a>","<a href=\"http://codex.wordpress.org/Links_Screen\" target=\"_blank\">Dokumentacja dot. zarządzania odnośnikami</a>"
"<a href=\"http://codex.wordpress.org/Users_Add_New_Screen\" target=\"_blank\">Documentation on Adding New Users</a>","<a href=\"http://codex.wordpress.org/Users_Add_New_Screen\" target=\"_blank\">Dokumentacja dot. dodawania nowych użytkowników</a>"
"Layout","Układ"
"Save failed","Zapisywanie nie powiodło się."
"You have specified this user for deletion:","Konta poniższych użytkowników zostały wybrane do usunięcia:"
"You have specified these users for deletion:","Konta poniższych użytkowników zostały wybrane do usunięcia:"
"&larr; Back to Users","&larr; Powrót do listy użytkowników"
"Autosave disabled.","Automatyczne zapisywanie jest wyłączone."
"%s is currently editing this article. If you update it, you will overwrite the changes.","W tej chwili %s edytuje ten artykuł. Jeśli go zmodyfikujesz, nadpiszesz wprowadzane zmiany."
"%s of %s","%s z %s"
"%s Page Template","Szablon strony %s"
"Post Format:","Format wpisu:"
"This plugin may be active on other sites in the network.","Ta wtyczka może być włączona na innych witrynach sieci."
"These plugins may be active on other sites in the network.","Te wtyczki mogą być włączone na innych witrynach sieci."
"You cannot delete a plugin while it is active on the main site.","Nie możesz usunąć wtyczki, która jest włączona na głównej witrynie."
"Default Post Format","Domyślny format wpisu"
"You do not have sufficient permissions to update this site.","Nie posiadasz wystarczających uprawnień, by wprowadzać zmiany na tej witrynie."
"Add Existing","Dodaj istniejące"
"Any edits to files from this screen will be reflected on all sites in the network.","Wszelkie zmiany wprowadzone do plików na tym ekranie będą miały wpływ na wszystkie witryny sieci."
"Press This is a bookmarklet that makes it easy to blog about something you come across on the web. You can use it to just grab a link, or to post an excerpt. Press This will even allow you to choose from images included on the page and use them in your post. Just drag the Press This link on this screen to your bookmarks bar in your browser, and you&#8217;ll be on your way to easier content creation. Clicking on it while on another website opens a popup window with all these options.","&#8222;Press This&#8221; jest skryptozakładką, która czyni blogowanie o rzeczach, które napotykasz w Sieci, łatwym. Możesz użyć jej, aby opublikować odnośnik do strony, którą odwiedzasz, lub opublikować wypis ze strony. &#8222;Press This&#8221; pozwala nawet na wybranie obrazka spośród dostępnych na przeglądanej stronie w celu użycia go we wpisie. Aby móc publikować wpisy przy użyciu &#8222;Press This&#8221;, po prostu przeciągnij odnośnik &#8222;Press This&#8221; na pasek zakładek Twojej przeglądarki. Kliknięcie go podczas pobytu na innej witrynie spowoduje otwarcie okna zawierającego wszystkie wymienione opcje."
"<a href=\"http://codex.wordpress.org/Writing_a_Plugin\" target=\"_blank\">Documentation on Writing Plugins</a>","<a href=\"http://codex.wordpress.org/Writing_a_Plugin\" target=\"_blank\">Dokumentacja dot. tworzenia wtyczek</a>"
"The boxes on your Dashboard screen are:","W Twoim kokpicie dostępne są następujące moduły:"
"This screen lists all the existing users for your site. Each user has one of five defined roles as set by the site admin: Site Administrator, Editor, Author, Contributor, or Subscriber. Users with roles other than Administrator will see fewer options in the dashboard navigation when they are logged in, based on their role.","Na tym ekranie wyświetlana jest lista wszystkich zarejestrowanych na Twojej witrynie użytkowników. Każdy użytkownik ma jedną spośród pięciu dostępnych ról, przypisaną przez administratora witryny: Administrator, Redaktor, Autor, Współpracownik lub Subskrybent. Użytkownicy posiadający rolę inną niż &#8222;Administrator&#8221; po zalogowaniu się będą widzieli w kokpicie mniej opcji, zgodnie z ich rolą."
"<a href=\"http://codex.wordpress.org/Using_Permalinks\" target=\"_blank\">Documentation on Using Permalinks</a>","<a href=\"http://codex.wordpress.org/Using_Permalinks\" target=\"_blank\">Dokumentacja dot. używania bezpośrednich odnośników</a>"
"If you want to make changes but don&#8217;t want them to be overwritten when the plugin is updated, you may be ready to think about writing your own plugin. For information on how to edit plugins, write your own from scratch, or just better understand their anatomy, check out the links below.","Jeśli chcesz wprowadzić zmiany, ale nie chcesz, żeby zostały one nadpisane po aktualizacji wtyczki, być może dobrze byłoby rozważyć napisanie własnej wtyczki. Aby dowiedzieć się jak zmodyfikować lub stworzyć całkowicie nową wtyczkę albo tylko lepiej zrozumieć ich anatomię, zajrzyj do poniższych odnośników."
