"New password","Nova senha"
"Because this is a multisite installation, you may add accounts that already exist on the Network by specifying a username or email, and defining a role. For more options, such as specifying a password, you have to be a Network Administrator and use the hover link under an existing user&#8217;s name to Edit the user profile under Network Admin > All Users.","Porque esta é uma instalação multi-site, pode adicionar contas que já existem na rede, especificando um nome de utilizador ou email, e definir a respectiva função. Para mais opções, tais como especificar uma senha, tem que ser um administrador de rede e passar o rato sobre o nome de um utilizador existente, para editar o perfil do utilizador Administração da rede > Todos os utilizadores."
"New users will receive an email letting them know they&#8217;ve been added as a user for your site. This email will also contain their password. Check the box if you don&#8217;t want the user to receive a welcome email.","Os novos utilizadores recebem um email informando de que foram adicionados ao seu site. Esse email contém também a senha do utilizador. Seleccione a opção, se não quiser que o utilizador receba um email de boas-vindas."
"You must assign a password to the new user, which they can change after logging in. The username, however, cannot be changed.","É obrigatório atribuir uma senha ao novo utilizador, o qual a poderá alterar depois de iniciar a sessão. O nome de utilizador, no entanto, não pode ser alterado."
"New users will receive an email letting them know they&#8217;ve been added as a user for your site. By default, this email will also contain their password. Uncheck the box if you don&#8217;t want the password to be included in the welcome email.","Os novos utilizadores irão receber um email informando que foram adicionados como utilizador do seu site. Por omissão esse email irá também conter a respectiva senha. Desactive a opção se não quer que a senha seja incluída no email de boas-vindas."
"Remember to click the Add New User button at the bottom of this screen when you are finished.","Não se esqueça de clicar no botão Adicionar novo utilizador, quando terminar."
"User Roles","Perfis de utilizador"
"Here is a basic overview of the different user roles and the permissions associated with each one:","Aqui está uma visão geral dos diferentes perfis de utilizador e permissões associadas:"
"Administrators have access to all the administration features.","Os administradores têm acesso a todas as ferramentas administrativas."
"Editors can publish posts, manage posts as well as manage other people&#8217;s posts, etc.","Os Editores podem publicar artigos, gerir artigos e ainda gerir artigos de outras pessoas, etc"
"Authors can publish and manage their own posts, and are able to upload files.","Os autores podem publicar e gerir os seu próprios artigos e carregar ficheiros"
"Contributors can write and manage their posts but not publish posts or upload media files.","Os Colaboradores podem escrever e gerir os seus próprios artigo, mas não podem publicá-los nem carregar ficheiros multimédia."
"Subscribers can read comments/comment/receive newsletters, etc. but cannot create regular site content.","Os assinantes podem ler comentários, comentar, receber newsletters e mais coisas, mas não podem criar conteúdo normal no site. "
"<a href=\"http://codex.wordpress.org/Users_Add_New_Screen\" target=\"_blank\">Documentation on Adding New Users</a>","<a href=\"http://codex.wordpress.org/Users_Add_New_Screen\" target=\"_blank\">Documentação sobre como adicionar novos utilizadores</a>"
"Invitation email sent to new user. A confirmation link must be clicked before their account is created.","Convite enviado a novo utilizador. Para a conta ser criada o novo utilizador deve clicar no link de confirmação."
"Invitation email sent to user. A confirmation link must be clicked for them to be added to your site.","Convite enviado ao utilizador, que deverá clicar no link de confirmação para ser adicionado ao seu site."
"User has been added to your site.","O utilizador foi adicionado ao seu site."
"That user is already a member of this site.","Esse utilizador já é membro deste site."
"User added.","Utilizador adicionado."
"Add New User","Adicionar novo utilizador"
"Add Existing User","Adicionar utilizador existente"
"Enter the email address of an existing user on this network to invite them to this site. That person will be sent an email asking them to confirm the invite.","Digite o endereço de email de um utilizador existente nesta rede, para convidá-lo para este site. Essa pessoa receberá um email, pedindo-lhe para confirmar o convite."
"Enter the email address or username of an existing user on this network to invite them to this site. That person will be sent an email asking them to confirm the invite.","Digite o endereço de email ou nome de utilizador de um utilizador existente nesta rede, para convidá-lo para este site.  Essa pessoa receberá um email, pedindo-lhe para confirmar o convite."
"E-mail or Username","EMail ou Nome de Utilizador"
"Skip Confirmation Email","Ignorar o email de confirmação"
"Add the user without sending them a confirmation email.","Adicionar o utilizador sem lhe enviar um email de confirmação."
"Create a brand new user and add it to this site.","Crie um utilizador novo e adicione-o a este site."
"(twice, required)","(duas vezes, obrigatório)"
"Send Password?","Enviar senha?"
"Send this password to the new user by email.","Enviar esta senha por email ao novo utilizador."
"This screen lists all the existing users for your site. Each user has one of five defined roles as set by the site admin: Site Administrator, Editor, Author, Contributor, or Subscriber. Users with roles other than Administrator will see fewer options in the dashboard navigation when they are logged in, based on their role.","Esta página lista todos os utilizadores existentes no seu site. Cada utilizador tem um de cinco perfis, conforme estabelecido pelo administrador do site: Administrador, Autor, Editor, Colaborador ou Assinante. Utilizadores com perfis que não de Administrador vão ver menos opções no painel, com base no seu perfil."
"To add a new user for your site, click the Add New button at the top of the screen or Add New in the Users menu section.","Para adicionar um novo utilizador ao seu site, pressione o botão \"Adicionar novo\" no topo do ecrã ou \"Adicionar novo\" no menu de Utilizadores."
"Screen Display","Opções do ecrã"
"You can customize the display of this screen in a number of ways:","Pode personalizar a organização desta página de várias maneiras:"
"You can hide/display columns based on your needs and decide how many users to list per screen using the Screen Options tab.","Pode mostrar ou esconder colunas com base nas suas necessidades e decidir quantos utilizadores mostrar por página usando o separador \"Opções deste ecrã\"."
"You can filter the list of users by User Role using the text links in the upper left to show All, Administrator, Editor, Author, Contributor, or Subscriber. The default view is to show all users. Unused User Roles are not listed.","Pode filtrar a lista de utilizadores por função, usando os links na parte superior esquerda para mostrar todos os utilizadores, apenas administradores, editores, autores, colaboradores ou assinantes. O estado por omissão é mostrar todos os utilizadores. Funções de utilizador não usadas não são mostradas."
"You can view all posts made by a user by clicking on the number under the Posts column.","Pode ver todos os artigos de um utilizador clicando no numero na coluna Artigos"
"Hovering over a row in the users list will display action links that allow you to manage users. You can perform the following actions:","Ao passar com o rato por cima de uma linha na lista de utilizadores, são disponibilizadas acções que lhe permitem gerir o utilizador. Pode efectuar as seguintes acções:"
